Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,T
Hand Fetched:,F
Comment:,All data from Supplementary of 10.1016/j.ijrmhm.2023.106246

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
15,Al15.8 Co21.1 Cr21.1 Fe21.1 Ni21.1 ,None,None,None,hardness,EXP,None,298,3805116000.0,None,Pa,E,10.1016/j.jallcom.2009.08.090
16,Al17.9 Co20.5 Cr20.5 Fe20.5 Ni20.5 ,None,None,None,hardness,EXP,None,298,5276166000.0,None,Pa,E,10.1016/j.jallcom.2009.08.090
17,Al23.8 Co19 Cr19 Fe19 Ni19 ,None,None,None,hardness,EXP,None,298,4776009000.0,None,Pa,E,10.1016/j.jallcom.2009.08.090
18,Al7.7 Co30.8 Fe30.8 Ni30.8 ,None,None,None,hardness,EXP,None,298,1323945000.0,None,Pa,E,10.1016/j.jmmm.2014.07.023
19,Al14.3 Co28.6 Fe28.6 Ni28.6 ,None,None,None,hardness,EXP,None,298,2010434999.9999998,None,Pa,E,10.1016/j.jmmm.2014.07.023
20,Al20 Co26.7 Fe26.7 Ni26.7 ,None,None,None,hardness,EXP,None,298,3726660000.0,None,Pa,E,10.1016/j.jmmm.2014.07.023
21,Al7 Co24 Cr21 Fe24 Ni24 ,None,None,None,hardness,EXP,None,298,1471050000.0,None,Pa,E,10.1016/j.msea.2018.07.069
22,Al6.2 Co21.4 Cr29.7 Fe21.4 Ni21.4 ,None,None,None,hardness,EXP,None,298,2942100000.0,None,Pa,E,10.1016/j.msea.2018.07.069
23,Al5.6 Co19.2 Cr36.8 Fe19.2 Ni19.2 ,None,None,None,hardness,EXP,None,298,4118940000.0000005,None,Pa,E,10.1016/j.msea.2018.07.069
24,Al9.1 Cr18.2 Cu18.2 Fe18.2 Ni36.4 ,None,None,None,hardness,EXP,None,298,2334066000.0,None,Pa,E,10.1016/j.jallcom.2013.01.007
25,Al10.7 Cr17.9 Cu17.9 Fe17.9 Ni35.7 ,None,None,None,hardness,EXP,None,298,2726346000.0,None,Pa,E,10.1016/j.jallcom.2013.01.007
26,Al16.7 Cr16.7 Cu16.7 Fe16.7 Ni33.3 ,None,None,None,hardness,EXP,None,298,3844344000.0,None,Pa,E,10.1016/j.jallcom.2013.01.007
27,Al19.4 Cr16.1 Cu16.1 Fe16.1 Ni32.3 ,None,None,None,hardness,EXP,None,298,5109447000.0,None,Pa,E,10.1016/j.jallcom.2013.01.007
28,Al23.1 Cr15.4 Cu15.4 Fe15.4 Ni30.8 ,None,None,None,hardness,EXP,None,298,5354622000.0,None,Pa,E,10.1016/j.jallcom.2013.01.007
29,Al24.2 Cr15.2 Cu15.2 Fe15.2 Ni30.3 ,None,None,None,hardness,EXP,None,298,5393850000.0,None,Pa,E,10.1016/j.jallcom.2013.01.007
30,Al26.5 Cr14.7 Cu14.7 Fe14.7 Ni29.4 ,None,None,None,hardness,EXP,None,298,5335008000.0,None,Pa,E,10.1016/j.jallcom.2013.01.007
31,Al28.6 Cr14.3 Cu14.3 Fe14.3 Ni28.6 ,None,None,None,hardness,EXP,None,298,5560569000.0,None,Pa,E,10.1016/j.jallcom.2013.01.007
32,Al30.6 Cr13.9 Cu13.9 Fe13.9 Ni27.8 ,None,None,None,hardness,EXP,None,298,5648832000.0,None,Pa,E,10.1016/j.jallcom.2013.01.007
33,Al33.3 Cr13.3 Cu13.3 Fe13.3 Ni26.7 ,None,None,None,hardness,EXP,None,298,5815551000.0,None,Pa,E,10.1016/j.jallcom.2013.01.007
34,Al18.2 Co9.1 Cr18.2 Cu18.2 Fe18.2 Ni18.2 ,None,None,None,hardness,EXP,None,298,4638711000.0,None,Pa,E,10.1016/j.matlet.2006.03.140
35,Al18.2 Co18.2 Cr9.1 Cu18.2 Fe18.2 Ni18.2 ,None,None,None,hardness,EXP,None,298,3599169000.0,None,Pa,E,10.1016/j.matlet.2006.03.140
36,Al18.2 Co18.2 Cr18.2 Cu9.09 Fe18.2 Ni18.2 ,None,None,None,hardness,EXP,None,298,4491606000.0,None,Pa,E,10.1016/j.matlet.2006.03.140
37,Al18.2 Co18.2 Cr18.2 Cu18.2 Fe9.1 Ni18.2 ,None,None,None,hardness,EXP,None,298,4099325999.9999995,None,Pa,E,10.1016/j.matlet.2006.03.140
38,Al18.2 Co18.2 Cr18.2 Cu18.2 Fe18.2 Ni9.1 ,None,None,None,hardness,EXP,None,298,4148360999.9999995,None,Pa,E,10.1016/j.matlet.2006.03.140
39,Al9.1 Co18.2 Cr18.2 Cu18.2 Fe18.2 Ni18.2 ,None,None,None,hardness,EXP,None,298,2039856000.0,None,Pa,E,10.1016/j.matlet.2006.03.140
40,Al8 Co17 Cr17 Cu8 Fe17 Ni33 ,None,None,None,hardness,EXP,None,298,2745959999.9999995,None,Pa,E,10.1016/j.jallcom.2012.11.074
41,Al23 Co15 Cr23 Cu8 Fe15 Ni16 ,None,None,None,hardness,EXP,None,298,5688060000.0,None,Pa,E,10.1016/j.jallcom.2012.11.074
42,Al11.8 Cr29.4 Fe44.1 Ni14.7 ,None,None,None,hardness,EXP,None,298,4413150000.0,None,Pa,E,10.1179/143307511x12998222918796
43,Al6.3 Cr31.3 Fe46.9 Ni15.6 ,None,None,None,hardness,EXP,None,298,2981328000.0,None,Pa,E,10.1179/143307511x12998222918796
44,Al38.5 Co15.4 Cr15.4 Fe15.4 Ni15.4 ,None,None,None,hardness,EXP,None,298,6815865000.0,None,Pa,E,10.1016/j.jallcom.2010.03.111
45,Al42.9 Co14.3 Cr14.3 Fe14.3 Ni14.3 ,None,None,None,hardness,EXP,None,298,7257180000.0,None,Pa,E,10.1016/j.jallcom.2010.03.111
46,Al20 Cr20 Cu20 Fe20 Ni20 ,None,None,None,hardness,EXP,None,298,4697553000.0,None,Pa,E,10.1016/j.msea.2011.11.063
47,Al21.7 Cr21.7 Cu21.7 Fe21.7 Ni13 ,None,None,None,hardness,EXP,None,298,4844658000.0,None,Pa,E,10.1016/j.msea.2011.11.063
48,Al20.8 Cr20.8 Cu20.8 Fe20.8 Ni16.7 ,None,None,None,hardness,EXP,None,298,4766202000.0,None,Pa,E,10.1016/j.msea.2011.11.063
49,Al19.2 Cr19.2 Cu19.2 Fe19.2 Ni23.1 ,None,None,None,hardness,EXP,None,298,4001255999.9999995,None,Pa,E,10.1016/j.msea.2011.11.063
50,Al18.5 Cr18.5 Cu18.5 Fe18.5 Ni25.9 ,None,None,None,hardness,EXP,None,298,3628590000.0,None,Pa,E,10.1016/j.msea.2011.11.063
51,Al14.3 Co42.9 Cu14.3 Fe14.3 Ni14.3 ,None,None,None,hardness,EXP,None,298,1627962000.0,None,Pa,E,10.11890/1006-7191-122-124
52,Al20 Co20 Cu20 Fe20 Ni20 ,None,None,None,hardness,EXP,None,298,5256552000.0,None,Pa,E,10.11890/1006-7191-122-124
53,Al23.8 Co4.8 Cu23.8 Fe23.8 Ni23.8 ,None,None,None,hardness,EXP,None,298,5207517000.0,None,Pa,E,10.11890/1006-7191-122-124
54,Al22.2 Co11.1 Cu22.2 Fe22.2 Ni22.2 ,None,None,None,hardness,EXP,None,298,5344815000.0,None,Pa,E,10.11890/1006-7191-122-124
55,Al18.2 Co27.3 Cu18.2 Fe18.2 Ni18.2 ,None,None,None,hardness,EXP,None,298,3589362000.0,None,Pa,E,10.11890/1006-7191-122-124
56,Al16.7 Co33.3 Cu16.7 Fe16.7 Ni16.7 ,None,None,None,hardness,EXP,None,298,2441942999.9999995,None,Pa,E,10.11890/1006-7191-122-124
57,Al2 Co19.6 Cr19.6 Fe19.6 Ni19.6 Mn19.6 ,None,None,None,hardness,EXP,None,298,1751530200.0,None,Pa,E,10.1016/j.actamat.2013.09.037
58,Al4 Co19.2 Cr19.2 Fe19.2 Ni19.2 Mn19.2 ,None,None,None,hardness,EXP,None,298,1664247900.0,None,Pa,E,10.1016/j.actamat.2013.09.037
59,Al7 Co18.6 Cr18.6 Fe18.6 Ni18.6 Mn18.6 ,None,None,None,hardness,EXP,None,298,1784873999.9999998,None,Pa,E,10.1016/j.actamat.2013.09.037
60,Al8 Co18.4 Cr18.4 Fe18.4 Ni18.4 Mn18.4 ,None,None,None,hardness,EXP,None,298,1789777500.0,None,Pa,E,10.1016/j.actamat.2013.09.037
61,Al9 Co18.2 Cr18.2 Fe18.2 Ni18.2 Mn18.2 ,None,None,None,hardness,EXP,None,298,2146752300.0000002,None,Pa,E,10.1016/j.actamat.2013.09.037
62,Al10 Co18 Cr18 Fe18 Ni18 Mn18 ,None,None,None,hardness,EXP,None,298,2724384600.0,None,Pa,E,10.1016/j.actamat.2013.09.037
63,Al11 Co17.8 Cr17.8 Fe17.8 Ni17.8 Mn17.8 ,None,None,None,hardness,EXP,None,298,3948298200.0,None,Pa,E,10.1016/j.actamat.2013.09.037
64,Al12 Co17.6 Cr17.6 Fe17.6 Ni17.6 Mn17.6 ,None,None,None,hardness,EXP,None,298,4747568700.0,None,Pa,E,10.1016/j.actamat.2013.09.037
65,Al13 Co17.4 Cr17.4 Fe17.4 Ni17.4 Mn17.4 ,None,None,None,hardness,EXP,None,298,5181038099.999999,None,Pa,E,10.1016/j.actamat.2013.09.037
66,Al14 Co17.2 Cr17.2 Fe17.2 Ni17.2 Mn17.2 ,None,None,None,hardness,EXP,None,298,5277146700.0,None,Pa,E,10.1016/j.actamat.2013.09.037
67,Al15 Co17 Cr17 Fe17 Ni17 Mn17 ,None,None,None,hardness,EXP,None,298,5200652099.999999,None,Pa,E,10.1016/j.actamat.2013.09.037
68,Al16 Co16.8 Cr16.8 Fe16.8 Ni16.8 Mn16.8 ,None,None,None,hardness,EXP,None,298,5238899400.0,None,Pa,E,10.1016/j.actamat.2013.09.037
69,Al20 Co16 Cr16 Fe16 Ni16 Mn16 ,None,None,None,hardness,EXP,None,298,5267339700.0,None,Pa,E,10.1016/j.actamat.2013.09.037
70,Al5.3 Co21.1 Cr21.1 Fe26.3 Ni26.3 ,None,None,None,hardness,EXP,None,298,1647576000.0,None,Pa,E,10.1016/j.msea.2015.07.088
71,Al13.8 Co17.2 Cr17.2 Cu17.2 Fe17.2 Ni17.2 ,None,None,None,hardness,EXP,None,298,2677311000.0,None,Pa,E,10.1002/adem.200300567
72,Al20.6 Co15.9 Cr15.9 Cu15.9 Fe15.9 Ni15.9 ,None,None,None,hardness,EXP,None,298,4658325000.0,None,Pa,E,10.1002/adem.200300567
73,Al26.5 Co14.7 Cr14.7 Cu14.7 Fe14.7 Ni14.7 ,None,None,None,hardness,EXP,None,298,5472306000.0,None,Pa,E,10.1002/adem.200300567
74,Al23.1 Co15.4 Cr15.4 Cu15.4 Fe15.4 Ni15.4 ,None,None,None,hardness,EXP,None,298,5001570000.0,None,Pa,E,10.1002/adem.200300567
75,Al31.5 Co13.7 Cr13.7 Cu13.7 Fe13.7 Ni13.7 ,None,None,None,hardness,EXP,None,298,5913621000.0,None,Pa,E,10.1002/adem.200300567
76,Al33.3 Co13.3 Cr13.3 Cu13.3 Fe13.3 Ni13.3 ,None,None,None,hardness,EXP,None,298,6129375000.0,None,Pa,E,10.1002/adem.200300567
77,Al35.9 Co12.8 Cr12.8 Cu12.8 Fe12.8 Ni12.8 ,None,None,None,hardness,EXP,None,298,6423585000.0,None,Pa,E,10.1002/adem.200300567
78,Al37.5 Co12.5 Cr12.5 Cu12.5 Fe12.5 Ni12.5 ,None,None,None,hardness,EXP,None,298,7208145000.0,None,Pa,E,10.1002/adem.200300567
79,Al6.7 Co23.3 Cr23.3 Fe23.3 Ni23.3 ,None,None,None,hardness,EXP,None,298,1490664000.0,None,Pa,E,10.1016/j.scriptamat.2016.06.019
80,Co20 Cr20 Cu20 Fe20 Ni20 ,None,None,None,hardness,EXP,None,298,2804802000.0,None,Pa,E,10.1016/j.jallcom.2008.07.124
81,Al16.7 Co16.7 Cr16.7 Cu8.3 Fe16.7 Ni25 ,None,None,None,hardness,EXP,None,298,3510906000.0,None,Pa,E,10.3166/acsm.31.669-684
82,Al20 Co20 Cr20 Cu10 Fe10 Ni20 ,None,None,None,hardness,EXP,None,298,5746901999.999999,None,Pa,E,10.3166/acsm.31.669-684
83,Al16.7 Co16.7 Cr25 Cu8.3 Fe16.7 Ni16.7 ,None,None,None,hardness,EXP,None,298,5894007000.0,None,Pa,E,10.3166/acsm.31.669-684
84,Al15.4 Co30.8 Cr15.4 Cu7.7 Fe15.4 Ni15.4 ,None,None,None,hardness,EXP,None,298,2893065000.0,None,Pa,E,10.3166/acsm.31.669-684
85,Al22.2 Co22.2 Cu11.1 Fe22.2 Ni22.2 ,None,None,None,hardness,EXP,None,298,5727288000.0,None,Pa,E,10.3166/acsm.31.669-684
86,Al15.4 Co15.4 Cr15.4 Cu7.7 Fe15.4 Ni30.8 ,None,None,None,hardness,EXP,None,298,3040170000.0,None,Pa,E,10.3166/acsm.31.669-684
87,Al16.7 Co25 Cr16.7 Cu8.3 Fe16.7 Ni16.7 ,None,None,None,hardness,EXP,None,298,4422957000.0,None,Pa,E,10.3166/acsm.31.669-684
88,Al20 Co20 Cr10 Cu10 Fe20 Ni20 ,None,None,None,hardness,EXP,None,298,5354622000.0,None,Pa,E,10.3166/acsm.31.669-684
89,Al15.4 Co15.4 Cr30.8 Cu7.7 Fe15.4 Ni15.4 ,None,None,None,hardness,EXP,None,298,5952849000.0,None,Pa,E,10.3166/acsm.31.669-684
90,Al16.7 Co16.7 Cr16.7 Cu8.3 Fe25 Ni16.7 ,None,None,None,hardness,EXP,None,298,5266359000.0,None,Pa,E,10.3166/acsm.31.669-684
91,Al15.4 Co15.4 Cr15.4 Cu7.7 Fe30.8 Ni15.4 ,None,None,None,hardness,EXP,None,298,5040798000.0,None,Pa,E,10.3166/acsm.31.669-684
92,Al20 Co20 Cr20 Cu10 Fe20 Ni10 ,None,None,None,hardness,EXP,None,298,5923427999.999999,None,Pa,E,10.3166/acsm.31.669-684
93,Al22.2 Co22.2 Cr22.2 Cu11.1 Fe22.2 ,None,None,None,hardness,EXP,None,298,6266673000.0,None,Pa,E,10.3166/acsm.31.669-684
94,Al22.2 Cr22.2 Cu11.1 Fe22.2 Ni22.2 ,None,None,None,hardness,EXP,None,298,5236937999.999999,None,Pa,E,10.3166/acsm.31.669-684
95,Al30.8 Co15.4 Cr15.4 Cu7.7 Fe15.4 Ni15.4 ,None,None,None,hardness,EXP,None,298,5972462999.999999,None,Pa,E,10.3166/acsm.31.669-684
96,Al20 Co10 Cr20 Cu10 Fe20 Ni20 ,None,None,None,hardness,EXP,None,298,5403657000.0,None,Pa,E,10.3166/acsm.31.669-684
97,Al25 Co16.7 Cr16.7 Cu8.3 Fe16.7 Ni16.7 ,None,None,None,hardness,EXP,None,298,5746901999.999999,None,Pa,E,10.3166/acsm.31.669-684
98,Al12.5 Co12.5 Cr12.5 Fe12.5 Ni50 ,None,None,None,hardness,EXP,None,298,2206575000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
99,Co5 Cr23.8 Cu23.8 Fe23.8 Ni23.8 ,None,None,None,hardness,EXP,None,298,1431822000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
100,Co10 Cr22.5 Cu22.5 Fe22.5 Ni22.5 ,None,None,None,hardness,EXP,None,298,1471050000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
101,Co15 Cr21.3 Cu21.3 Fe21.3 Ni21.3 ,None,None,None,hardness,EXP,None,298,1549506000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
102,Co33.3 Cr16.7 Cu16.7 Fe16.7 Ni16.7 ,None,None,None,hardness,EXP,None,298,1716225000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
103,Co25 Cu25 Fe25 Ni25 ,None,None,None,hardness,EXP,None,298,1510278000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
104,Co23.8 Cr5 Cu23.8 Fe23.8 Ni23.8 ,None,None,None,hardness,EXP,None,298,1500471000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
105,Co22.5 Cr10 Cu22.5 Fe22.5 Ni22.5 ,None,None,None,hardness,EXP,None,298,1549506000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
106,Co21.3 Cr15 Cu21.3 Fe21.3 Ni21.3 ,None,None,None,hardness,EXP,None,298,1578927000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
107,Co16.7 Cr33.3 Cu16.7 Fe16.7 Ni16.7 ,None,None,None,hardness,EXP,None,298,1686804000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
108,Co25 Cr25 Cu25 Ni25 ,None,None,None,hardness,EXP,None,298,1794681000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
109,Co23.8 Cr23.8 Cu23.8 Fe5 Ni23.8 ,None,None,None,hardness,EXP,None,298,1784873999.9999998,None,Pa,E,10.1016/j.intermet.2016.09.003
110,Co22.5 Cr22.5 Cu22.5 Fe10 Ni22.5 ,None,None,None,hardness,EXP,None,298,1686804000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
111,Co16.7 Cr16.7 Cu16.7 Fe33.3 Ni16.7 ,None,None,None,hardness,EXP,None,298,1539699000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
112,Co22.5 Cr22.5 Cu22.5 Fe22.5 Ni10 ,None,None,None,hardness,EXP,None,298,1667190000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
113,Co21.3 Cr21.3 Cu21.3 Fe21.3 Ni15 ,None,None,None,hardness,EXP,None,298,1637769000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
114,Co16.7 Cr16.7 Cu16.7 Fe16.7 Ni33.3 ,None,None,None,hardness,EXP,None,298,1549506000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
115,Co26.7 Cr26.7 Fe26.7 Ni20 ,None,None,None,hardness,EXP,None,298,1372979999.9999998,None,Pa,E,10.1016/j.intermet.2016.09.003
116,Co20 Cr20 Fe20 Ni40 ,None,None,None,hardness,EXP,None,298,1225875000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
117,Al14.3 Co14.3 Cr14.3 Fe14.3 Ni42.9 ,None,None,None,hardness,EXP,None,298,2373294000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
118,Al15.4 Co15.4 Cr15.4 Fe15.4 Ni38.5 ,None,None,None,hardness,EXP,None,298,2598855000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
119,Al16.7 Co16.7 Cr16.7 Fe16.7 Ni33.3 ,None,None,None,hardness,EXP,None,298,3285345000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
120,Co28.3 Cr28.3 Fe28.3 Ni15 ,None,None,None,hardness,EXP,None,298,1667190000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
121,Al18.2 Co18.2 Cr18.2 Fe18.2 Ni27.3 ,None,None,None,hardness,EXP,None,298,4932920999.999999,None,Pa,E,10.1016/j.intermet.2016.09.003
122,Al21.3 Co21.3 Cr21.3 Fe21.3 Ni15 ,None,None,None,hardness,EXP,None,298,5442885000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
123,Al22.5 Co22.5 Cr22.5 Fe22.5 Ni10 ,None,None,None,hardness,EXP,None,298,5374236000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
124,Al23.8 Co23.8 Cr23.8 Fe23.8 Ni5 ,None,None,None,hardness,EXP,None,298,6031305000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
125,Al25 Co25 Cr25 Fe25 ,None,None,None,hardness,EXP,None,298,7061040000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
126,Al23.8 Co5 Cr23.8 Fe23.8 Ni23.8 ,None,None,None,hardness,EXP,None,298,5393850000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
127,Al22.5 Co10 Cr22.5 Fe22.5 Ni22.5 ,None,None,None,hardness,EXP,None,298,5285973000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
128,Al23.8 Co23.8 Cr5 Fe23.8 Ni23.8 ,None,None,None,hardness,EXP,None,298,4295466000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
129,Al22.5 Co22.5 Cr10 Fe22.5 Ni22.5 ,None,None,None,hardness,EXP,None,298,4668132000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
130,Al22.5 Co22.5 Cr22.5 Fe10 Ni22.5 ,None,None,None,hardness,EXP,None,298,5756709000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
131,Al21.3 Co21.3 Cr21.3 Fe15 Ni21.3 ,None,None,None,hardness,EXP,None,298,5472306000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
132,Al16.7 Co16.7 Cr16.7 Fe33.3 Ni16.7 ,None,None,None,hardness,EXP,None,298,5001570000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
133,Al40 Co20 Cr20 Fe20 ,None,None,None,hardness,EXP,None,298,7600425000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
134,Co25 Cr25 Fe25 Ni25 ,None,None,None,hardness,EXP,None,298,1372979999.9999998,None,Pa,E,10.1016/j.intermet.2016.09.003
135,Al25 Co25 Fe25 Ni25 ,None,None,None,hardness,EXP,None,298,4020869999.9999995,None,Pa,E,10.1016/j.intermet.2016.09.003
136,Al20 Co20 Cr20 Fe20 Ni20 ,None,None,None,hardness,EXP,None,298,5001570000.0,None,Pa,E,10.1016/j.intermet.2016.09.003
137,Co20 Cr20 Fe20 Ni20 Mn20 ,None,None,None,hardness,EXP,None,298,1422015000.0,None,Pa,E,10.1016/j.scriptamat.2020.09.039
138,Al5 Cr12 Fe35 Ni20 Mn28 ,None,None,None,hardness,EXP,None,298,3520712999.9999995,None,Pa,E,10.1016/j.msea.2019.05.056
139,Al11.11 Cr22.22 Fe33.33 Ni11.11 Mn22.22 ,None,None,None,hardness,EXP,None,298,3883572000.0,None,Pa,E,10.1016/j.msea.2010.05.052
140,Al14.5 Co17.1 Cr17.1 Cu17.1 Fe17.1 Ni17.1 ,None,None,None,hardness,EXP,None,298,2657696999.9999995,None,Pa,E,10.1007/s11837-013-0776-z
141,Al16.7 Co16.7 Cr16.7 Cu16.7 Fe16.7 Ni16.7 ,None,None,None,hardness,EXP,None,298,3981642000.0,None,Pa,E,10.1007/s11837-013-0776-z
142,Al19.4 Co16.12 Cr16.12 Cu16.12 Fe16.12 Ni16.12 ,None,None,None,hardness,EXP,None,298,4717167000.0,None,Pa,E,10.1007/s11837-013-0776-z
143,Al35.1 Co12.99 Cr12.99 Cu12.99 Fe12.99 Ni12.99 ,None,None,None,hardness,EXP,None,298,6482426999.999999,None,Pa,E,10.1007/s11837-013-0776-z
144,Al11.1 Co22.2 Cr22.2 Fe22.2 Ni22.2 ,None,None,None,hardness,EXP,None,298,2353680000.0,None,Pa,E,10.1007/s11837-013-0776-z
145,Al14.9 Co21.3 Cr21.3 Fe21.3 Ni21.3 ,None,None,None,hardness,EXP,None,298,3216696000.0,None,Pa,E,10.1007/s11837-013-0776-z
146,Al16.7 Co20.9 Cr20.9 Fe20.9 Ni20.9 ,None,None,None,hardness,EXP,None,298,3716853000.0,None,Pa,E,10.1007/s11837-013-0776-z
147,Al23.1 Co19.2 Cr19.2 Fe19.2 Ni19.2 ,None,None,None,hardness,EXP,None,298,4717167000.0,None,Pa,E,10.1007/s11837-013-0776-z
148,Al27.3 Co18.2 Cr18.2 Fe18.2 Ni18.2 ,None,None,None,hardness,EXP,None,298,4746588000.0,None,Pa,E,10.1007/s11837-013-0776-z
149,Al45.2 Co13.7 Cr13.7 Fe13.7 Ni13.7 ,None,None,None,hardness,EXP,None,298,7257180000.0,None,Pa,E,10.1007/s11837-013-0776-z
150,Al5.7 Cr18.7 Cu18.7 Fe18.7 Ni37.4 ,None,None,None,hardness,EXP,None,298,1657383000.0,None,Pa,E,10.1007/s11837-013-0776-z
151,Al7.4 Cr18.5 Cu18.5 Fe18.5 Ni37 ,None,None,None,hardness,EXP,None,298,1961400000.0,None,Pa,E,10.1007/s11837-013-0776-z
152,Al9.1 Cr18.1 Cu18.1 Fe18.1 Ni36.2 ,None,None,None,hardness,EXP,None,298,2353680000.0,None,Pa,E,10.1007/s11837-013-0776-z
153,Al12.3 Cr17.5 Cu17.5 Fe17.5 Ni35 ,None,None,None,hardness,EXP,None,298,2853837000.0,None,Pa,E,10.1007/s11837-013-0776-z
154,Al13.8 Cr17.2 Cu17.2 Fe17.2 Ni34.4 ,None,None,None,hardness,EXP,None,298,3157854000.0,None,Pa,E,10.1007/s11837-013-0776-z
155,Al15.3 Cr16.9 Cu16.9 Fe16.9 Ni33.8 ,None,None,None,hardness,EXP,None,298,3314766000.0,None,Pa,E,10.1007/s11837-013-0776-z
156,Al16.7 Cr16.7 Cu16.7 Fe16.7 Ni33.4 ,None,None,None,hardness,EXP,None,298,3814923000.0,None,Pa,E,10.1007/s11837-013-0776-z
157,Al19.4 Cr16.1 Cu16.1 Fe16.1 Ni32.2 ,None,None,None,hardness,EXP,None,298,5119254000.0,None,Pa,E,10.1007/s11837-013-0776-z
