Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,JANG2024
Hand Fetched:,N
Comment:,Extracted from Jang2024 (10.1016/j.calphad.2024.102769)

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
None,Ti0.10 Zr0.70 Hf0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,96500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.80 Hf0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,91800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.10 Hf0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,104600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.20 Hf0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,102700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.30 Hf0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,101900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.40 Hf0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,99400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.50 Hf0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,97200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.60 Hf0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,93600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.70 Hf0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,97500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.10 Hf0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,102700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.20 Hf0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,101600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.30 Hf0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,99300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.40 Hf0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,97300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.50 Hf0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,94300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.60 Hf0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,91200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.10 Hf0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,101900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.20 Hf0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,100000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.30 Hf0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,97800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.40 Hf0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,95400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.50 Hf0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,92500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.10 Hf0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,101200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.20 Hf0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,99000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.30 Hf0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,96800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.40 Hf0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,94000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 Zr0.10 Hf0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,100300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 Zr0.20 Hf0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,98000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 Zr0.30 Hf0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,95600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.70 Zr0.10 Hf0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,99600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.70 Zr0.20 Hf0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,97200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.80 Zr0.10 Hf0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,99000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.33 Zr0.33 Nb0.33,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,111400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.25 Zr0.25 Nb0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,122200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.25 Zr0.50 Nb0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,103300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.25 Nb0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,108900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.10 Nb0.80,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,144000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.20 Nb0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,134699999999.99998,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.30 Nb0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,126400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.40 Nb0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,118500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.50 Nb0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,110900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.60 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,103700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.70 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,97000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.80 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,93700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.10 Nb0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,137800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.20 Nb0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,129199999999.99998,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.30 Nb0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,121100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.40 Nb0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,113300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.50 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,105800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.60 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,98800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.70 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,92300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.10 Nb0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,132100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.20 Nb0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,123700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.30 Nb0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,115800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.40 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,108000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.50 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,100800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.60 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,94200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.10 Nb0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,126500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.20 Nb0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,117900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.30 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,110300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.40 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,102900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.50 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,95900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.10 Nb0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,120900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.20 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,112500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.30 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,105000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.40 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,97900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 Zr0.10 Nb0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,115400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 Zr0.20 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,107100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 Zr0.30 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,99900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.70 Zr0.10 Nb0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,109800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.70 Zr0.20 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,101800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.80 Zr0.10 Nb0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,104300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.33 Zr0.33 Mo0.33,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,130600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.25 Zr0.25 Mo0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,155000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.25 Zr0.50 Mo0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,116200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.25 Mo0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,122900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.10 Mo0.80,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,211200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.20 Mo0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,187700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.30 Mo0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,167500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.40 Mo0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,150900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.50 Mo0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,132600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.60 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,118300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.70 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,105700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.10 Zr0.80 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,94400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.10 Mo0.70,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,194400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.20 Mo0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,173300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.30 Mo0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,153500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.40 Mo0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,136800000000.00002,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.50 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,121200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.60 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,108000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.20 Zr0.70 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,59800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.10 Mo0.60,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,178600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.20 Mo0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,157700000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.30 Mo0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,140300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.40 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,84500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.50 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,118600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.30 Zr0.60 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,98400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.10 Mo0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,163600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.20 Mo0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,144100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.30 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,82600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.40 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,113000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.40 Zr0.50 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,100500000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.10 Mo0.40,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,149400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.20 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,131100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.30 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,116100000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.40 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,78600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 Zr0.10 Mo0.30,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,135800000000.00002,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 Zr0.20 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,118800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.60 Zr0.30 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,105000000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.70 Zr0.10 Mo0.20,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,122800000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.70 Zr0.20 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,107200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.80 Zr0.10 Mo0.10,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,110400000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.33 Zr0.33 V0.33,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,97200000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.25 Zr0.25 V0.50,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,109900000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.25 Zr0.50 V0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,90300000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
None,Ti0.50 Zr0.25 V0.25,BCC,None,None,bulk modulus,DFT,exact muffin-tin orbitals method with coherent potential approximation (EMTO-CPA),0,98600000000.0,None,Pa,ST2,10.1016/j.calphad.2024.102769
