Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
400*C,Fe33 Co30 Ni16 Al7 Mn9 W5,BCC,SD,RF magnetron sputtering from 16-piece elemental targets; sputtered at 673K,reduced elastic modulus,EXP,Oliver-Pharr method at loading rate of 0.5 mN/s,298.0,185100000000.0,12000000000.0,Pa,F8,10.1016/j.apsusc.2019.145131
600*C,Fe33 Co30 Ni16 Al7 Mn9 W5,BCC,SD,RF magnetron sputtering from 16-piece elemental targets; sputtered at 873K,reduced elastic modulus,EXP,Oliver-Pharr method at loading rate of 0.5 mN/s,298.0,199600000000.0,4000000000.0,Pa,F8,10.1016/j.apsusc.2019.145131
20*C,Fe33 Co30 Ni16 Al7 Mn9 W5,BCC,SD,RF magnetron sputtering from 16-piece elemental targets; sputtered at 293K,saturation magnetization,EXP,None,298.0,0.21,None,A m^2 / kg,F10,10.1016/j.apsusc.2019.145131
200*C,Fe33 Co30 Ni16 Al7 Mn9 W5,BCC,SD,RF magnetron sputtering from 16-piece elemental targets; sputtered at 473K,saturation magnetization,EXP,None,298.0,0.18,None,A m^2 / kg,F10,10.1016/j.apsusc.2019.145131
400*C,Fe33 Co30 Ni16 Al7 Mn9 W5,BCC,SD,RF magnetron sputtering from 16-piece elemental targets; sputtered at 673K,saturation magnetization,EXP,None,298.0,0.223,None,A m^2 / kg,F10,10.1016/j.apsusc.2019.145131
600*C,Fe33 Co30 Ni16 Al7 Mn9 W5,BCC,SD,RF magnetron sputtering from 16-piece elemental targets; sputtered at 873K,saturation magnetization,EXP,None,298.0,0.22,None,A m^2 / kg,F10,10.1016/j.apsusc.2019.145131
20*C,Fe33 Co30 Ni16 Al7 Mn9 W5,BCC,SD,RF magnetron sputtering from 16-piece elemental targets; sputtered at 293K,coercivity,EXP,None,298.0,1670.0,None,A/m,F10,10.1016/j.apsusc.2019.145131
200*C,Fe33 Co30 Ni16 Al7 Mn9 W5,BCC,SD,RF magnetron sputtering from 16-piece elemental targets; sputtered at 473K,coercivity,EXP,None,298.0,1914.0,None,A/m,F10,10.1016/j.apsusc.2019.145131
400*C,Fe33 Co30 Ni16 Al7 Mn9 W5,BCC,SD,RF magnetron sputtering from 16-piece elemental targets; sputtered at 673K,coercivity,EXP,None,298.0,906.1,None,A/m,F10,10.1016/j.apsusc.2019.145131
600*C,Fe33 Co30 Ni16 Al7 Mn9 W5,BCC,SD,RF magnetron sputtering from 16-piece elemental targets; sputtered at 873K,coercivity,EXP,None,298.0,1060.0,None,A/m,F10,10.1016/j.apsusc.2019.145131
Al0,Ni48.1 Co37.0 Cr13.6 Si1.4,FCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT),hardness,EXP,None,298.0,1716225000.0,98070000.0,Pa,F9,10.1007/s10853-024-09968-9
Al19,Al19.2 Ni36.9 Co30.2 Cr12.3 Si1.5,FCC+BCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT); majority FCC,hardness,EXP,None,298.0,2647890000.0,245175000.0,Pa,F9,10.1007/s10853-024-09968-9
Al22,Al22.8 Ni35.5 Co28.9 Cr11.5 Si1.3,FCC+BCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT); eutectic,hardness,EXP,None,298.0,2942100000.0,245175000.0,Pa,F9,10.1007/s10853-024-09968-9
Al29,Al29.6 Ni32.5 Co26.3 Cr10.4 Si1.2,FCC+BCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT); majority FCC,hardness,EXP,None,298.0,3922800000.0,245175000.0,Pa,F9,10.1007/s10853-024-09968-9
Al0,Ni48.1 Co37.0 Cr13.6 Si1.4,FCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT),tensile yield stress,EXP,strain rate 1e-3/s,298.0,256700000.0,10100000.0,Pa,T4,10.1007/s10853-024-09968-9
Al19,Al19.2 Ni36.9 Co30.2 Cr12.3 Si1.5,FCC+BCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT); majority FCC,tensile yield stress,EXP,strain rate 1e-3/s,298.0,505300000.0,22600000.0,Pa,T4,10.1007/s10853-024-09968-9
Al29,Al29.6 Ni32.5 Co26.3 Cr10.4 Si1.2,FCC+BCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT); majority FCC,tensile yield stress,EXP,strain rate 1e-3/s,298.0,640000000.0,13700000.0,Pa,T4,10.1007/s10853-024-09968-9
Al0,Ni48.1 Co37.0 Cr13.6 Si1.4,FCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT),UTS,EXP,strain rate 1e-3/s,298.0,509000000.0,5700000.0,Pa,T4,10.1007/s10853-024-09968-9
Al19,Al19.2 Ni36.9 Co30.2 Cr12.3 Si1.5,FCC+BCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT); majority FCC,UTS,EXP,strain rate 1e-3/s,298.0,927700000.0,80200000.0,Pa,T4,10.1007/s10853-024-09968-9
Al29,Al29.6 Ni32.5 Co26.3 Cr10.4 Si1.2,FCC+BCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT); majority FCC,UTS,EXP,strain rate 1e-3/s,298.0,1053300000.0,34000000.0,Pa,T4,10.1007/s10853-024-09968-9
Al0,Ni48.1 Co37.0 Cr13.6 Si1.4,FCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT),tensile ductility,EXP,strain rate 1e-3/s,298.0,36.0,2.3,%,T4,10.1007/s10853-024-09968-9
Al19,Al19.2 Ni36.9 Co30.2 Cr12.3 Si1.5,FCC+BCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT); majority FCC,tensile ductility,EXP,strain rate 1e-3/s,298.0,18.3,1.6,%,T4,10.1007/s10853-024-09968-9
Al29,Al29.6 Ni32.5 Co26.3 Cr10.4 Si1.2,FCC+BCC,AM,twin-wire and arc additive manufacturing (T-WAAM) system with Cold metal transfer (CMT); majority FCC,tensile ductility,EXP,strain rate 1e-3/s,298.0,6.3,0.7,%,T4,10.1007/s10853-024-09968-9
None,Fe40Mn14Ni10Cr10Al15C1,BCC,BM,ball milling for 40h until no elemental peaks were detected; 8nm crystalltie size with significant lattice strain,None,None,None,None,None,None,None,None,10.1016/j.jallcom.2020.155013
None,Fe40Mn14Ni10Cr10Al15C1,FCC+B2+carbide+silicide,BM+SPS,ball milling for 40h until no elemental peaks were detected; SPS at 1273K under 50MPa,hardness,EXP,None,298.0,5844972000.0,None,Pa,None,10.1016/j.jallcom.2020.155013
None,Fe2 Cr Ni Si0.3 Al0.28,BCC+FCC,AAM,BCC majority,tensile yield stress,EXP,None,298.0,633000000.0,49000000.0,Pa,None,10.1016/j.matlet.2023.134447
None,Fe2 Cr Ni Si0.3 Al0.28,BCC+FCC,AAM,BCC majority,UTS,EXP,None,298.0,1259000000.0,42000000.0,Pa,None,10.1016/j.matlet.2023.134447
None,Fe2 Cr Ni Si0.3 Al0.28,BCC+FCC,AAM,BCC majority,tensile ductility,EXP,None,298.0,9.32,0.18,%,None,10.1016/j.matlet.2023.134447
None,Fe72.4 Co13.9 Cr10.4 Mn2.7 B0.34,BCC,SD,magnetron sputtering deposition; micropilars were tested,compressive yield strength,EXP,None,298.0,2920000000.0,0.36,Pa,None,10.1016/j.jmst.2021.10.019
None,Fe72.4 Co13.9 Cr10.4 Mn2.7 B0.34,BCC,SD,magnetron sputtering deposition; micropilars were tested,minimum compressive ductility,EXP,None,298.0,13.7,1.9,%,None,10.1016/j.jmst.2021.10.019
None,Fe72.4 Co13.9 Cr10.4 Mn2.7 B0.34,BCC,SD,magnetron sputtering deposition; micropilars were tested,UCS,EXP,None,298.0,3370000000.0,0.36,Pa,None,10.1016/j.jmst.2021.10.019
None,Fe72.4 Co13.9 Cr10.4 Mn2.7 B0.34,BCC,SD,magnetron sputtering deposition,nanohardness,EXP,None,298.0,9300000000.0,400000000.0,Pa,None,10.1016/j.jmst.2021.10.019
None,Fe72.4 Co13.9 Cr10.4 Mn2.7 B0.34,BCC,SD,magnetron sputtering deposition,reduced elastic modulus,EXP,None,298.0,293000000000.0,12000000000.0,Pa,None,10.1016/j.jmst.2021.10.019
